track_name,track_id,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness
Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,0.491,0.185,0.583,150.566,0.0,-10.964,0.406,183307,7,0.908,0.0376
I Say a Little Prayer,0FD8KMG4pHp0O9clTpChjp,0.59,0.48,0.355,133.03,0.0,-14.051,0.0585,216773,9,0.499,0.0352
Here Comes The Sun - Remastered,45yEy5WJywhJ3sDI28ajTm,0.557,0.0339,0.54,129.171,0.00248,-10.484,0.179,185733,9,0.394,0.0347
Ain't No Mountain High Enough,2H3ZUSE54pST4ubRd5FzFR,0.669,0.482,0.616,130.037,0.0,-10.776,0.179,151667,11,0.818,0.033
Surfin' U.S.A. - Remastered 2001,0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.661,0.854,159.231,0.0,-5.968,0.112,149373,3,0.965,0.036
(Sittin' On) the Dock of the Bay,4Y4Gd3ty8uut6Qw43c7yJc,0.484,0.724,0.312,205.981,1.65e-06,-13.522,0.0601,166827,2,0.598,0.0535
Stand By Me,2KQM3kDM0zMBC9iynePBbS,0.653,0.411,0.334,119.46,3.47e-05,-6.955,0.123,174253,9,0.665,0.0313
La-La Means I Love You,58CUIzSxNpQUFvTCd8tntH,0.365,0.678,0.548,171.242,0.0,-7.727,0.184,200907,2,0.623,0.0288
Puppy Love - Remix,1Gv8dvKmkHVaB1edYvW0Fr,0.29,0.662,0.408,102.229,0.0,-9.607,0.272,164000,7,0.542,0.0318
Purple Haze,0wJoRiX5K5BxlqZTolB2LD,0.533,0.00876,0.905,108.9,0.578,-5.27,0.0698,170813,2,0.486,0.0754
Who's Lovin' You,6cZrsaNb4Zo9E5KHk7gcz5,0.247,0.648,0.307,161.982,2.43e-05,-13.16,0.281,235640,7,0.403,0.0371
A Sunday Kind Of Love,0zGLlXbHlrAyBN1x6sY0rb,0.421,0.829,0.285,85.861,1.55e-06,-9.43,0.233,196133,2,0.402,0.0293
My Cherie Amour,6Udg88zGCFc2xA9M4EavzH,0.57,0.282,0.523,101.137,2.69e-06,-11.052,0.248,173307,6,0.508,0.0277
You've Really Got A Hold On Me,107Vckb6BgV7NI36jxWQJM,0.679,0.718,0.441,118.444,0.0,-8.441,0.22,177707,0,0.566,0.0293
This Magic Moment,48VbR0NaVDvJ4ZguFdS0xa,0.327,0.727,0.439,139.744,0.0,-7.558,0.138,147528,0,0.545,0.0332
Voodoo Child (Slight Return),2AxCeJ6PSsBYiTckM0HLY7,0.214,0.477,0.91,175.549,0.00833,-6.662,0.0517,313373,8,0.448,0.389
You've Really Got A Hold On Me,1vG906bxMqUVufJoLSF4rV,0.652,0.116,0.401,117.682,0.0,-13.374,0.195,191000,9,0.647,0.0327
Where The Boys Are,70UvKFI48DAQ2suS58bu5l,0.366,0.81,0.408,108.819,0.0,-4.85,0.328,157587,0,0.378,0.0301
Strange - Single Version,7jGrvXXwpmNgJVnz7QS7df,0.57,0.805,0.259,124.863,0.0,-14.393,0.112,135507,7,0.485,0.0332
Dream A Little Dream Of Me,7sO8fLoq7H3er7C24UtLiF,0.283,0.925,0.0738,72.034,0.0,-23.595,0.105,246160,7,0.223,0.0763
Little Wing,1Eolhana7nKHYpcYpdVcT5,0.515,0.181,0.534,70.776,0.00278,-8.045,0.0547,145747,6,0.426,0.0768
Ain't Too Proud To Beg,4CoGNqLap7UGU5Q3VdKug0,0.763,0.549,0.656,118.394,0.0,-6.86,0.125,156173,0,0.926,0.0417
Going Up The Country,57460SJgSpCXaRJ9YIYHxy,0.653,0.806,0.239,80.392,0.0146,-18.54,0.132,171373,5,0.765,0.0453
These Days,2ZRBKVRMQ9OK4EeTaMHHSY,0.421,0.989,0.119,94.016,0.146,-17.46,0.101,210667,5,0.218,0.0304
Try a Little Tenderness,4lm3Qc4gKR4zUBeDhcrKPr,0.583,0.192,0.132,102.937,1.91e-05,-15.067,0.258,201733,9,0.0695,0.057
Ramble On - 1990 Remaster,3MODES4TNtygekLl146Dxd,0.468,0.072,0.607,98.429,0.000852,-11.367,0.225,263333,9,0.886,0.0336
A Change Is Gonna Come,0RFKuagqUgR4X8C1QneCCq,0.214,0.756,0.4,169.683,0.0,-10.042,0.325,191160,10,0.508,0.0342
You Really Got a Hold on Me,1kz3vwmLiBlW3A73exQSNx,0.676,0.677,0.245,86.338,0.0,-14.27,0.319,173893,0,0.532,0.0299
The Way You Do The Things You Do,0GslI0hLgq2823s5TC6V6R,0.63,0.225,0.439,123.706,0.0,-13.642,0.127,160960,11,0.769,0.0303
All Along the Watchtower,7xdLNxZCtY68x5MAOBEmBq,0.429,0.00282,0.812,113.279,2.44e-05,-6.252,0.0882,238627,8,0.625,0.0657
I Left My Heart In San Francisco,3nr6QXimwd9K4hpuFdgr6N,0.235,0.949,0.244,169.738,2.51e-05,-12.106,0.134,169747,0,0.149,0.0312
Ramblin' Gamblin' Man,691Wr3tOjDqic3OTPLouX3,0.601,0.0232,0.84,130.811,0.0,-3.828,0.0569,145311,9,0.896,0.0509
Travelin' Man - Remastered,1sM0yZDxUhPQhkDh2CLd6l,0.723,0.667,0.44,123.217,0.0,-10.536,0.128,143200,2,0.843,0.0319
Nothing Can Change This Love,6e6Kxot9nHyZ4I8GgmGKII,0.373,0.769,0.301,65.488,0.0,-11.843,0.0816,158680,9,0.436,0.0314
I Want You Back,5LxvwujISqiB8vpRYv887S,0.469,0.305,0.538,196.605,0.00012,-13.559,0.37,176333,8,0.886,0.0571
Foxey Lady,4sQdW03IQh3tsZeBELdt5G,0.507,0.0612,0.851,98.061,0.157,-5.995,0.371,199187,4,0.587,0.0386
Playboy,5jsxE1nDuRrEgN9gmbWWYS,0.863,0.371,0.691,123.757,0.0,-5.611,0.0597,164840,0,0.916,0.0535
People Get Ready,6AeG6jSoAVbmUFO6LyYmBf,0.414,0.894,0.249,142.442,8.37e-06,-12.674,0.188,163360,1,0.341,0.0369
I Wish It Would Rain,6ePg7Gsej17RfQQKjsY0rf,0.388,0.443,0.449,179.651,0.0,-12.584,0.265,162707,3,0.692,0.088
Gimme Shelter,6H3kDe7CGoWYBabAeVWGiD,0.634,0.447,0.63,118.628,0.039,-8.277,0.17,270773,1,0.489,0.031
Put Your Head On My Shoulder,2DpJ9T2RVRanZcYFHKOAfA,0.547,0.747,0.335,115.838,0.0,-9.2,0.101,154733,4,0.474,0.0307
Sherry,2dhwZ8n7OCodPQUJ5fT0ex,0.703,0.626,0.478,117.562,0.0,-8.062,0.113,152160,7,0.734,0.0441
Good Times Bad Times - 1993 Remaster,0QwZfbw26QeUoIy82Z2jYp,0.476,0.0382,0.717,93.584,7.61e-05,-9.192,0.0818,166267,9,0.753,0.0949
Please Mr. Postman,6dopwpvkFOi4LBUSE6R0qd,0.779,0.715,0.796,120.989,0.0,-3.526,0.148,149093,2,0.963,0.0319
You Beat Me To The Punch - Stereo Version,4Sz8zFchpHQVQVqVyGz5Jb,0.75,0.605,0.398,113.516,0.0,-14.516,0.18,165333,11,0.961,0.0466
Gimme Shelter,1dv3ePjze9tPq2pk8eWJdR,0.63,0.463,0.616,118.65,0.0408,-8.128,0.173,270773,1,0.509,0.0309
America,6dfhF1BDGmhM69fnCb6wSC,0.259,0.554,0.241,178.453,6.62e-06,-15.955,0.0849,215293,2,0.275,0.042
Get Ready,676Rf0qIOh2gKNEl9TnCOx,0.59,0.404,0.737,132.966,0.0,-5.867,0.108,164160,7,0.877,0.0384
Foot Tapper - 2003 Remaster,26FHHkqUgQG9AChc0oq1Ol,0.626,0.627,0.686,90.712,0.949,-10.01,0.135,146427,0,0.958,0.0344
Build Me Up Buttercup - Mono,6sPOmDulFtLzfX25zICNrC,0.659,0.315,0.513,133.609,0.0,-7.186,0.283,177533,0,0.855,0.0293
I Was Made To Love Her,35Agv76BTtZGXlXutlfuYj,0.349,0.296,0.543,202.426,0.0,-10.577,0.0665,158667,10,0.875,0.0429
I'm Gonna Make You Love Me,3Rhxe6P1im82NFVkt9X2qZ,0.635,0.394,0.393,98.332,0.0,-11.894,0.255,187333,10,0.427,0.0428
Surf City,1Oewmmr12xuhgzvUJ9Q0cf,0.534,0.497,0.807,147.843,5e-05,-12.871,0.232,147267,8,0.964,0.0349
You're All I Need To Get By,5eZ6igEpm6n3h2ygKP3Vq4,0.519,0.113,0.43,97.89,0.0,-10.982,0.0708,173867,11,0.197,0.0315
Good Vibrations - Remastered 2001,2oF7FZHIJbzjeEXZ3D0Ku4,0.403,0.387,0.495,132.912,8.03e-06,-6.888,0.147,217747,10,0.38,0.0312
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",2fDHuS1PTkHBbCWWZF1ph9,0.621,0.0652,0.524,110.586,0.00199,-15.269,0.893,162653,0,0.889,0.0803
007 (Shanty Town),27r3dprRqVSEmtFwP6o31I,0.681,0.111,0.501,203.605,0.221,-7.796,0.217,148827,9,0.863,0.344
Duke of Earl,6Hy22YDN9HJMRlJP1LwnJy,0.422,0.824,0.28,100.839,0.0,-11.277,0.297,147841,5,0.496,0.0365
The Wanderer,1UwriLz98ILbRhrtohTca1,0.623,0.193,0.48,114.436,0.0,-13.215,0.11,167160,2,0.842,0.0392
Everybody Loves Somebody,0Wd52AHQrrwwDbqVQF2dt6,0.5,0.857,0.413,119.199,0.0,-12.254,0.352,164453,3,0.462,0.0366
Magic Carpet Ride,05B7Kc8fvBlX0OWbE6piPZ,0.64,0.142,0.651,111.676,0.28,-14.981,0.0341,271573,4,0.801,0.0517
Do You Believe in Magic?,1udKn1oNKYQSQ9OmiIWCMu,0.553,0.213,0.738,138.602,0.0,-7.963,0.339,125827,0,0.759,0.0457
Da Doo Ron Ron (When He Walked Me Home),0fonScmHUzC0MglSLn9saA,0.535,0.48,0.797,148.835,3.42e-05,-7.533,0.141,140120,3,0.613,0.0459
Come Together - Remastered,0MKqeOVdZcUFGJvWpGCKbG,0.533,0.0302,0.376,165.007,0.248,-11.913,0.0926,259947,9,0.187,0.0393
Chain Gang,7v1858htfU0srTDwhxeka8,0.703,0.73,0.724,131.821,0.0,-10.818,0.518,155173,7,0.963,0.0467
Strange Brew,3ET8TZWF5sP4SPfJK1lKun,0.62,0.556,0.398,106.265,6.91e-06,-15.676,0.273,166600,2,0.677,0.0303
"(Ummmm, Oh Yeah) Dearest",6NDg4EyQE5lalcCEEpytsM,0.548,0.577,0.493,115.24,0.0195,-11.052,0.13,113067,1,0.568,0.0282
Don't Worry Baby - Remastered 2001,1GLmaPfulP0BrfijohQpN5,0.487,0.0666,0.464,121.242,0.00531,-9.821,0.105,169933,4,0.851,0.03
Hey Joe,0NWPxcsf5vdjdiFUI8NgkP,0.346,0.00603,0.768,169.492,0.38,-5.695,0.0244,210160,9,0.532,0.0377
Groovin',6krYiEjgGJaMJMTjW7OJ7L,0.605,0.595,0.455,106.825,0.0,-8.903,0.0816,151289,5,0.678,0.0301
Shop Around,47IRIQxGDe2Sc6F4pe2FMf,0.552,0.809,0.7,132.005,0.0,-4.533,0.805,170760,7,0.901,0.0295
These Eyes,5lEyMg4GNKnMbaarvT4sRd,0.561,0.491,0.382,96.447,1.08e-06,-11.276,0.156,225920,7,0.758,0.0267
"Um, Um, Um, Um, Um, Um",27FhNKYP8B0F3teHdcD5ob,0.849,0.152,0.416,117.406,0.0,-12.302,0.29,139173,11,0.911,0.0813
Soothe Me,3pL0x4IUqemNfzJPn5Hvbi,0.746,0.395,0.334,126.099,0.00793,-13.418,0.258,152333,6,0.68,0.13
Evil Ways,5tmrnhMxx39jnu3kjopMdP,0.704,0.22,0.528,117.472,0.35,-13.382,0.14,238267,5,0.73,0.0358
The Night They Drove Old Dixie Down - Remastered 2000,2x0supcZhd6NEH1nem9DnR,0.507,0.453,0.493,127.671,0.0,-8.786,0.241,213267,0,0.467,0.0327
This Will Be Our Year,02KpkaZbiutsR0ucxce4Sh,0.535,0.626,0.424,97.506,0.0,-7.491,0.191,127733,9,0.539,0.0314
Fortunate Son,3yI282DoIJyERd0vGukMoB,0.643,0.208,0.669,132.709,0.00664,-7.485,0.151,140773,0,0.609,0.0398
I Get Around (Mono),3v9xlH6BpmRbqL7hgNJhfT,0.39,0.36,0.625,144.338,0.0,-7.813,0.0663,134387,9,0.514,0.0537
"Hold On, I'm Comin'",1On1rSfuufFglctZu7AG92,0.764,0.0114,0.544,106.86,0.00952,-8.899,0.164,149080,6,0.866,0.0333
Papa's Got A Brand New Bag,6v4gV9s0pnwKbmF1yk5knO,0.746,0.493,0.702,129.434,0.0398,-8.099,0.0964,125707,4,0.889,0.0766
Sweet Caroline,3zByVQLvdXUaDTubfWkpCk,0.529,0.611,0.127,63.05,0.000109,-16.066,0.237,203573,11,0.578,0.0274
A Boy Named Sue - Live Version,6bMvOAtKZ55b00lrGQZPfA,0.688,0.758,0.445,101.636,0.0,-11.974,0.71,225267,10,0.92,0.198
How Sweet It Is (To Be Loved By You),7xsH4s0GwIQUhId1AtPVZv,0.667,0.312,0.493,109.788,3.45e-06,-10.107,0.0797,177773,0,0.961,0.0361
The Tracks Of My Tears,6QyQmdvQ1ywNccYa0pwLNQ,0.502,0.699,0.333,96.982,0.0,-10.914,0.222,174360,7,0.729,0.0264
Jimmy Mack,7N3UAu6FkwdBg9J7OONBBP,0.701,0.765,0.517,127.401,0.0,-7.951,0.385,163733,2,0.688,0.0357
Eight Days A Week - Remastered 2009,1Dg4dFJr3HW7sbA7vPejre,0.652,0.412,0.583,138.134,0.0,-7.811,0.119,163600,9,0.744,0.038
Spooky,3MtP9T0WF4xbIo8vqHYeXM,0.752,0.5,0.445,106.283,0.0,-12.725,0.0912,164173,4,0.964,0.0338
Uptight (Everything's Alright),5q5q7yDHiVkBnaivsda4TN,0.61,0.0287,0.653,133.403,0.0,-9.956,0.135,175067,5,0.833,0.0291
Waterloo Sunset - Stereo Mix,6i6vTovzDTGf6AQp96YwZK,0.517,0.253,0.692,107.958,0.0,-7.273,0.172,193293,1,0.476,0.0246
September In The Rain,2csA2nDUNR5TfQEn1I7nt4,0.401,0.346,0.213,110.611,1.05e-05,-13.124,0.0596,129333,1,0.678,0.0545
Raindrops Keep Fallin' on My Head,5roMq6BO8PFIma0dG5p6js,0.739,0.481,0.406,110.846,7.73e-05,-8.696,0.0709,173027,5,0.755,0.0349
Yesterday - Remastered,1eqK5xetA9qkvZ8AMTjLt5,0.381,0.88,0.162,96.744,0.0,-12.44,0.0882,125533,5,0.345,0.0295
Come See About Me,307kcWJQNMdiYYKj1LgClU,0.732,0.688,0.506,126.325,1.04e-06,-11.735,0.146,163093,7,0.867,0.0462
Sunshine Superman,4RGxUjaCmVtD30pIhtEi7w,0.629,0.122,0.677,132.783,9.72e-06,-7.239,0.0962,195000,1,0.627,0.0299
Sunday Morning,11607FzqoipskTsXrwEHnJ,0.506,0.0869,0.442,105.826,0.00239,-13.268,0.0846,175893,5,0.532,0.0276
Sweet Thing - 1999 Remaster,4dBI72rgkmG0gTzswyBTzz,0.518,0.23,0.385,86.604,0.000226,-14.636,0.124,265547,4,0.712,0.0339
Eight Miles High,2BGNomqCxEDcXyxf8bg27k,0.365,0.21,0.77,130.603,0.136,-10.492,0.503,214640,9,0.37,0.0764
A World Without Love,4NNK7IAziJkwbXEFXCAkQv,0.512,0.232,0.658,129.861,0.0,-9.972,0.108,160880,1,0.752,0.0607
Sunshine Of Your Love,6FRwDxXsvSasw0y2eDArsz,0.684,0.475,0.481,115.078,6.57e-05,-12.59,0.118,250000,2,0.784,0.0384
Baby I Need Your Loving,3aCbwWCYCT3MJjZeUnlcp4,0.632,0.437,0.686,121.414,0.0,-6.116,0.193,166027,0,0.65,0.0395
California Soul,0OwvrdjaJOypNsNQHyBWE5,0.513,0.555,0.826,94.582,3.48e-05,-8.407,0.366,177227,8,0.539,0.0574
Spoonful,5TzAiurXl4sxQRgl54KqYZ,0.794,0.623,0.364,119.358,9.1e-06,-13.515,0.108,170000,0,0.829,0.0527
Things,5hgei65n0pGJ9uUHo8v2en,0.562,0.858,0.558,174.704,0.0,-3.572,0.107,151413,4,0.839,0.0453
Crossroads - Live,6PUabSMXmPnZna361Wwmf7,0.391,0.413,0.756,131.648,0.0418,-11.317,0.879,258467,7,0.839,0.0648
Pale Blue Eyes,3xjaiUvS1ilQFVR5WtzxX5,0.644,0.91,0.124,82.902,0.000295,-17.784,0.103,341467,5,0.34,0.034
You're Nobody 'Til Somebody Loves You - Remastered/1997,4WUcNkpoNSKoe5MUuyzrfC,0.503,0.776,0.182,63.684,0.0,-16.651,0.178,133933,0,0.652,0.0323
How Do You Do It? - Mono,601a0vnyLYe7pzLKVjKSha,0.617,0.36,0.711,142.266,1.59e-06,-6.433,0.0841,114987,9,0.963,0.0297
You Ain't Goin' Nowhere,6kPxXhjSvy8RsmZBAJUiFs,0.512,0.109,0.426,132.495,0.00225,-14.081,0.764,153467,7,0.7,0.0449
She's Got You - Single Version,4H1POasJbrLNaQirsIH29e,0.388,0.947,0.143,182.665,0.000865,-17.545,0.1,181800,5,0.578,0.0416
I Second That Emotion,0p005IFxS4eFfXNk0m7jjM,0.717,0.264,0.662,96.899,0.0,-9.268,0.0276,161227,2,0.867,0.0319
You Send Me,4VijLEUxHEzbWKYL5u9wuN,0.512,0.57,0.303,102.908,0.0,-13.547,0.0803,149627,3,0.629,0.0374
I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,0.49,0.386,0.715,130.726,0.0,-5.549,0.311,145747,7,0.866,0.0476
I'd Rather Go Blind,1kPBT8S2wJFNAyBMnGVZgL,0.477,0.689,0.433,82.52,0.000195,-6.473,0.151,156653,11,0.611,0.0247
Walk Like a Man,4C76SOnBa9eQDwOwe11hPz,0.681,0.605,0.64,117.884,0.0,-10.364,0.0641,137933,3,0.966,0.0346
He's So Fine - Remastered 2000,2Bs1Lw9LX8hBm70t1iGdlh,0.558,0.487,0.633,72.494,0.0,-3.265,0.129,112520,7,0.871,0.0329
The Game Of Love,3YaSR3Ug3nTBTP6N1iSgYf,0.593,0.113,0.805,109.024,0.0,-4.874,0.469,126040,9,0.959,0.0349
Can't Buy Me Love - Remastered 2015,7pQAq14Z73YUFMtxCyt0bG,0.426,0.118,0.76,171.838,0.0,-4.082,0.325,131213,0,0.955,0.0414
Ain't That A Kick In The Head,3ZpTyU4mF3PR9jLpFA3AAC,0.661,0.458,0.311,132.008,0.0,-9.549,0.233,145800,4,0.702,0.0701
Crimson & Clover,0I4yYE831a8SW8QIx6bz4x,0.408,0.235,0.692,82.499,0.0255,-9.478,0.197,209640,11,0.684,0.0685
Up on the Roof,7cNRqg0lbiqBaGeOlA4AEU,0.693,0.706,0.29,121.795,1.49e-05,-17.501,0.137,157173,8,0.92,0.0334
Walk On By,4bYc0A3yv4gc0596xuCbPU,0.717,0.696,0.282,97.874,0.00193,-10.48,0.0838,167360,8,0.572,0.0275
I Wanna Be Your Dog,672N8DGGTOLCOgWe0koX5g,0.527,0.0229,0.871,120.722,0.155,-8.708,0.419,188560,4,0.107,0.0354
The Tears Of A Clown,4Dq749x2QP6OXTURJ9GGY8,0.593,0.147,0.607,128.365,0.0,-9.886,0.128,181800,1,0.953,0.0283
Wouldn't It Be Nice - Mono / Remastered,2CQRYn5cTD2B9a1ONjhTN2,0.396,0.725,0.686,124.318,1.04e-06,-5.607,0.17,145800,5,0.717,0.0341
California Dreamin' - Single Version,077PiyK3YgRlnlwhtAUBp7,0.557,0.472,0.698,112.479,0.0,-7.471,0.057,158720,1,0.677,0.039
The Birds and the Bees,2PNBLcmRZn83z6MjhYynQC,0.611,0.762,0.386,116.125,0.0,-11.921,0.464,126907,5,0.889,0.0396
Another Saturday Night,5z8DiKSG4EwxmO6gUi12rZ,0.776,0.434,0.659,123.094,0.0,-7.767,0.0868,160000,9,0.969,0.051
"I Can't Help Myself (Sugar Pie, Honey Bunch)",6DfAdJWkHIRUiYsuYoAfim,0.703,0.374,0.563,127.004,0.0,-9.99,0.0933,160533,0,0.972,0.0294
Crimson & Clover,6FEKEO3y7QFcMwoGeR0GtU,0.456,0.275,0.609,84.441,0.0198,-11.767,0.108,209800,11,0.682,0.068
Hey Paula,50tTePJn69dlpGxVfWWHWM,0.45,0.401,0.405,73.222,3.18e-06,-8.062,0.0605,152453,7,0.322,0.0267
Mr. Tambourine Man,3RkQ3UwOyPqpIiIvGVewuU,0.39,0.794,0.31,177.515,0.0,-14.545,0.379,330533,5,0.584,0.0676
Hey Jude - Remastered 2009,3m7V717IKZqZLW5qUIOxdD,0.402,0.028,0.552,145.164,1.36e-05,-10.158,0.0929,431333,10,0.668,0.0258
I Fought the Law,4C63TBpzh2vSAp7RtWQb5N,0.593,0.105,0.804,148.959,2.22e-06,-5.497,0.047,138360,7,0.962,0.0319
Bird on the Wire,3M0QK0bYdiGMu6JNoPk8YG,0.402,0.842,0.114,128.332,0.0024,-15.691,0.318,206373,9,0.191,0.0321
This Old Heart Of Mine (Is Weak For You),455HSLQfOn9vxG6UjzoTWw,0.632,0.346,0.59,130.287,0.0,-10.206,0.24,172733,5,0.953,0.0305
Time of the Season - Mono Version,2iUyvvPhSYN68f67c7xeVo,0.536,0.134,0.696,117.179,3.17e-06,-6.818,0.287,214027,4,0.683,0.0365
Suite: Judy Blue Eyes - 2005 Remaster,2PuUFT13yCzUOZun94WOXv,0.458,0.467,0.364,154.215,0.0,-13.126,0.197,444053,9,0.3,0.0431
"Monday, Monday - Single Version",46PzYzseHf3mSdkTMd8sgC,0.493,0.757,0.467,110.553,0.0,-11.183,0.388,205267,1,0.731,0.0289
For Your Love,7A8oXvjcFnGCmzbswJ0MKu,0.338,0.387,0.668,127.097,1.59e-05,-8.641,0.111,149733,2,0.561,0.0421
For Once In My Life,4kP69y3GKHi9tXckfgp4bK,0.524,0.195,0.519,110.121,0.0,-11.903,0.523,169800,6,0.847,0.043
It's Your Thing,3ZxfehzRtB3oJcBuxWXFZQ,0.376,0.0727,0.67,185.503,2.52e-06,-9.273,0.0718,169293,10,0.837,0.0854
Sunny Afternoon - Mono Mix,0DQqzCHlPyKQXfF8uL01SI,0.595,0.102,0.462,124.991,0.0,-8.414,0.0641,210525,2,0.526,0.0259
Walk on By,3xsOtNxtBW0oTI1OWKAzTm,0.7,0.719,0.33,98.605,8.6e-05,-9.027,0.136,178333,5,0.524,0.0303
Cupid,6VqVieqjDEwS3mByMq4OzB,0.474,0.484,0.478,120.326,0.0,-8.951,0.0833,158613,7,0.831,0.0343
Someday We'll Be Together,79Yk6AlSKi5dxDFINID2hS,0.678,0.14,0.535,107.041,2.17e-06,-12.454,0.0596,211667,1,0.795,0.0329
All Shook Up,5ueyLj6e6oVaTY0KQ6yLaA,0.624,0.881,0.468,74.139,6.35e-06,-12.162,0.144,117080,10,0.952,0.132
I've Got You Under My Skin - Remastered 1998,3aEJMh1cXKEjgh52claxQp,0.585,0.452,0.247,127.15,8.85e-06,-12.612,0.107,223760,1,0.591,0.04
Smoke Gets In Your Eyes,307XEC1IUwUs9ojlEFwH7f,0.29,0.944,0.227,114.278,7.95e-05,-13.06,0.617,157293,3,0.224,0.0311
"What'd I Say, Pt. 1 & 2",5yQ9iMZXGcr5rlO4hoLsP4,0.54,0.808,0.681,88.385,0.0,-5.44,0.162,307053,4,0.794,0.0508
Dream A Little Dream Of Me,3vFVS2WYHDG4KkWCNecvpn,0.455,0.918,0.167,76.118,0.0,-13.613,0.173,185067,0,0.404,0.0739
That'll Be The Day,50RwvvEKX5Q7AZt8FTAwIF,0.536,0.467,0.637,115.24,0.0,-7.774,0.0838,150133,2,0.798,0.0343
Don't Be Cruel,01u6AEzGbGbQyYVdxajxqk,0.697,0.856,0.55,84.802,3.44e-05,-11.496,0.0907,122893,2,0.844,0.179
I'll Look Around,1wAURZCIA0k5RNwaJN3dH3,0.438,0.98,0.0865,69.804,5.74e-05,-16.593,0.103,195587,0,0.315,0.0334
There Goes My Baby - Single Version; 2019 Remaster,5Aqnf8w3OZG0RQIW90QGaP,0.399,0.518,0.679,63.993,0.0,-3.403,0.625,130320,6,0.614,0.0329
"It's Not for Me to Say - From the MGM Film ""Lizzie""",4g9ZMsnY0xpeG3OR8GRJne,0.328,0.94,0.218,80.584,0.000169,-12.843,0.1,183227,8,0.446,0.0383
Rags to Riches,6TK8A5OtTwjm6g93zLd9HO,0.277,0.87,0.458,77.942,6.01e-06,-9.131,0.0895,171507,2,0.532,0.0402
I Fall In Love Too Easily,0F845nujLVqCb0XMZCh5Pc,0.532,0.94,0.0657,128.607,0.00488,-19.136,0.0946,201440,0,0.292,0.0406
Pennies From Heaven,4tmy6FB76bR5eLmx0zO1mn,0.515,0.452,0.408,185.767,0.0,-11.96,0.0682,141667,8,0.915,0.194
A Teenager In Love,0QGwOFQChzflLAmPq5NwKo,0.555,0.671,0.377,78.986,0.0,-9.123,0.128,158253,1,0.619,0.0295
We Belong Together,7caj6X6NMX3tlhWnu1du6V,0.684,0.872,0.247,106.522,0.000166,-13.71,0.113,116627,5,0.768,0.0281
A Teenager's Romance,1Qn5jElT7XqjvVeJ8pYM2w,0.51,0.784,0.484,103.356,0.0,-6.942,0.306,140773,10,0.683,0.038
Mr. Blue,6bnFjTW3EnMG4BwreDnSHK,0.374,0.931,0.0889,96.677,6.88e-06,-17.475,0.111,145133,4,0.211,0.0356
I'm Gonna Get Married,1jKcwPfDloLOMxC1wMV0ux,0.569,0.765,0.514,119.518,0.0,-9.369,0.131,143000,7,0.63,0.0334
Sh-Boom,6Et6uBEIIDEforjX21VLZi,0.672,0.782,0.471,136.562,0.0,-8.893,0.125,147320,5,0.884,0.0485
Passing Strangers,0S2QQT8Mi0DhbIn8k2fBWl,0.279,0.813,0.315,90.799,0.0,-10.539,0.153,157640,1,0.177,0.0343
16 Candles,3Timk4Wy8wnJDCfq6O7YDW,0.604,0.727,0.307,114.009,0.0,-10.832,0.0932,174640,10,0.604,0.0275
Autumn in New York - 2003 Remaster,5y3gqKswDeU8pJ878YFPUy,0.544,0.963,0.132,71.178,8.59e-05,-11.735,0.101,221413,7,0.286,0.0477
To The Aisle,5VyJGb6l6rY8bBZH2RC6XD,0.323,0.91,0.273,194.882,0.0,-10.152,0.1,165867,5,0.547,0.0355
Louisiana Blues,2nbV8brWogyKVqRhypvzJS,0.56,0.856,0.207,73.919,0.000363,-14.168,0.172,174867,9,0.385,0.0399
I Wonder Why,7vAw4LLIms6X8ZHcbtoazz,0.506,0.569,0.699,103.463,0.0,-3.834,0.158,141387,10,0.901,0.0348
I'm Old Fashioned - Remastered 1997,1duCPx5TGotRzzWdodsHt1,0.494,0.961,0.131,79.105,0.769,-14.475,0.0749,476752,0,0.355,0.0347
April In Paris,34zhjduFdQFhkRUJ230h9T,0.496,0.927,0.127,74.746,7.07e-05,-14.211,0.132,185587,0,0.211,0.0382
I've Got The World On A String,4tsUpfcr6bSM4PIIFQGkQF,0.569,0.809,0.372,123.411,0.0,-7.022,0.3,129813,2,0.5,0.0515
Tears On My Pillow,2qiJyqDaLSlwmgvkid7UN7,0.43,0.883,0.329,100.271,3.41e-06,-6.235,0.217,135333,0,0.59,0.0258
Black Coffee,56IQUfsUskt9VHe6YM6kue,0.38,0.973,0.155,94.23,1.7e-05,-11.977,0.0977,200440,1,0.127,0.0311
You Send Me,7fPOOCejoBt3dIm6UcEdm8,0.538,0.945,0.226,96.951,0.0,-13.817,0.125,163560,4,0.553,0.0288
You'll Never Never Know,6pVZR38m2UcizxA6YAnkw4,0.556,0.862,0.458,89.212,0.0,-7.322,0.172,161667,1,0.68,0.0287
Earth Angel (Will You Be Mine),7fWo4TRloCEOl12sMX2sNq,0.513,0.957,0.137,73.24,0.0,-15.146,0.102,178667,8,0.424,0.0309
